Timestamp,Which A/L stream did you choose?,Did everything go well with your A/L exams?,What is your favorite subject? ,Kindly input your O/L exam results [Mathematics],Kindly input your O/L exam results [Science],Kindly input your O/L exam results [Religion],Kindly input your O/L exam results [English],Kindly input your O/L exam results [Sinhala or Tamil],Kindly input your O/L exam results [History],Kindly input your O/L exam results [Basket I],Kindly input your O/L exam results [Basket II],Kindly input your O/L exam results [Basket III],What career are you interested in pursuing? ,Which higher education field are you currently following or have you completed? ,Column 15,"If so, what kind of job do you do? ","On a scale of 1 to 5, how satisfied are you with your current job?  ","If you had the opportunity, would you prefer to do a different job? If yes, what job would you like to do?  ","What advice would you give to students selecting their A/L stream? Additionally, do you have any feedback or suggestions for improving this project? "
6/3/2025 7:10,Commerce,"Yes, everything went well",Commerce,A,B,B,A,B,B,B,A,B,Banking,Not yet,I'm currently employed,Private Sector,5,My own business,Follow your path.do what you like.
6/3/2025 7:27,Arts,"Mostly, but I faced some challenges",Econ,B,B,A,C,A,A,A,A,A,I want to be a film director,National Diploma in Television Program And Production Technology ,I'm currently employed,Private Sector,5,"Yes, Studio Manager ",Know what you can do and work hard for it
6/3/2025 7:45,Technology,"Yes, everything went well",ICT,S,B,B,C,C,C,S,C,C,-,-,I'm currently employed,IT / Software Development,2,-,-
6/3/2025 7:55,Bio Science,"No, I had difficulties",Biology ,B,A,A,A,B,B,A,B,C,"Food Quality(Hygiene control ),business management and Aviation ",Food Production &Technology Management ,,Student ,4,No need to change my career path but if I have a chance to do a part time job while ststudying love to go with an aviation side job,Study smart
6/3/2025 7:55,Physical Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,A,B,B,A,Aeronautical Engineering,Aeronautical Engineering,I'm currently employed,Private Sector,4,,"I would advice them to follow the subject stream that they are good at and interested, despite all the other opinions from parents or teachers or closer ones. Because at the end of the day your self satisfaction matters. Opportunities will come to you if you’re good at what you’re doing no matter what field you choose. "
6/3/2025 7:58,Commerce,"Mostly, but I faced some challenges",Accounting ,A,C,B,A,C,C,B,B,B,Starting my own business ,Business analytics ,I'm currently employed,Private Sector,4,No,Don’t select your stream because of other people. Think about the career u wanna pursue and make decisions according to that
6/3/2025 8:06,Bio Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,B,A,Doctor,Medicine,,,,,Choose the stream that you are most confident in and capable of doing.
6/3/2025 8:07,Bio Science,"No, I had difficulties",science ,B,B,A,C,A,C,A,A,B,Logistics and supply chain,Logistics,I'm currently employed,Private Sector,4,,
6/3/2025 8:09,Physical Science,"Yes, everything went well",science ,A,A,A,A,A,A,A,A,A,Not sure,Chemical and Process Engineering ,,,,,Try to recognise your passion
6/3/2025 8:10,Physical Science,"Yes, everything went well",ICT,A,C,A,A,B,B,A,C,A,Project Management ,Computer science,,,,,
6/3/2025 8:16,Physical Science,"Yes, everything went well",science ,A,A,A,A,A,A,A,B,C,Engineering,Automotive Engineering ,,Self-Employed,5,No,
6/3/2025 8:17,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,C,A,Software Engineer,Waiting for the results and hope to pursue software engineering ,,,,,"I recommend conducting thorough research on the various academic streams available before making your choice. Consider factors such as your interests, strengths, job prospects, and the subjects involved in each stream to ensure you select one that aligns well with your future aspirations.

And I love this idea for the project! It sounds amazing. Best of luck with everything!"
6/3/2025 8:18,Commerce,"Yes, everything went well",Accounting,A,B,A,B,B,A,B,A,A,Finance,Nothing ,I'm currently employed,Private Sector,4,Finance manager ,Do your works on day
6/3/2025 8:19,Physical Science,"Mostly, but I faced some challenges",Science,B,C,A,C,B,B,S,S,A,Teaching or Hygiene officer ,Food technology ,,Private Sector,,,Choose a subjects that suits your skills.
6/3/2025 8:22,Physical Science,"Mostly, but I faced some challenges",science ,A,B,A,B,A,C,A,C,A,Teaching ,TESOL,,Government Sector,5,NO,"According to the career preferences, they should select their A/L subjects.
"
6/3/2025 8:23,Physical Science,"Mostly, but I faced some challenges",science ,B,A,A,A,A,B,B,S,A,HR side,Human Resources Management ,I'm currently employed,Private Sector,5,Technical Side like Auto mobile,
6/3/2025 8:30,Commerce,"Yes, everything went well",Accounting,A,A,A,A,A,C,B,B,A,Logistics industry,Supply Chain Management ,I'm currently employed,Private Sector,3,"Yes, I prefer to work procurement sector",Develop a consistent study routine and manage your time effectively
6/3/2025 8:33,Arts,"Yes, everything went well",Art,B,C,B,A,B,A,A,B,B,Information technology ,Software engineering ,I'm currently employed,Private Sector,3,,Work hard and study well. Keep up with your goals.
6/3/2025 8:45,Arts,"Yes, everything went well",Geography,S,S,B,C,C,C,A,B,S,Heavy Machinery Operator,Logistics Management ,I'm currently employed,Private Sector,5,"No,I am currently in my dream job.","Don't do what others do, do what you know you can and do it."
6/3/2025 8:48,Technology,"Yes, everything went well",technology,B,B,A,B,A,A,A,A,B,Automobile engineering ,Advanced Level ,I'm currently employed,Sports Instructor ,5,"Yes, autoMobile engineering ", 👍🏻
6/3/2025 8:51,Commerce,"Yes, everything went well",ICT,A,C,B,A,B,C,A,A,A,WEB,BIT,,,,,
6/3/2025 8:57,Physical Science,"Mostly, but I faced some challenges",Maths,A,B,A,A,B,A,A,A,A,software engineering,Software engineering,,,,No,"When selecting your stream, just select whatever you like mostly and should decide it with your passion."
6/3/2025 9:02,Technology,"Yes, everything went well",Maths,A,C,C,S,C,C,A,C,C,Business,"Government, Further, I continue my education to obtain the NDT to broaden the required modern knowledge.",,Self-Employed,5,Mechaniclal engineering technology.,It this good project
6/3/2025 9:05,Physical Science,"Mostly, but I faced some challenges",IT,B,A,A,B,B,B,C,A,A,It industry ,Cyber security ,I'm currently employed,IT / Software Development,5,No,
6/3/2025 9:05,Physical Science,"Mostly, but I faced some challenges",Maths ,A,A,A,A,A,A,A,A,A,Software Engineering ,Software Engineering ,,,,,
6/3/2025 9:19,Arts,"Yes, everything went well",Art,S,B,C,B,A,S,C,B,W,Hotel industry ,Hotel industry ,I'm currently employed,Private Sector,4,No,"if you're not planing to do a government job,i think doing A/L is waste of time"
6/3/2025 9:20,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Chemist,Biological sciences,,,,,
6/3/2025 9:36,Physical Science,"No, I had difficulties",Maths,A,B,A,A,A,B,B,B,A,Talented professional ,Civil Engineering ,I'm currently employed,Semi government ,4,Pilot ,Try to identify the field of the skills and focus on the way to achieve .
6/3/2025 9:47,Arts,"Yes, everything went well",Ict,S,S,C,S,C,C,A,B,C,hotel field,,I'm currently employed,Private Sector,4,,
6/3/2025 9:55,Physical Science,"Yes, everything went well",Mathematics ,A,A,A,A,A,A,A,B,C,Engineering ,Electrical Engineering ,I'm currently employed,Government Sector,5,No,Do what you can do in your best 
6/3/2025 9:58,Commerce,"Yes, everything went well",Economics ,C,C,A,B,C,B,C,S,B,Business,IT Diploma,,,,I like to teaching,Choose only what you like
6/3/2025 10:02,Physical Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Computing,Cyber security ,I'm currently employed,IT / Software Development,4,,Select a field that will help your dream career. 
6/3/2025 10:10,Physical Science,"Mostly, but I faced some challenges",English literature ,A,A,A,A,A,A,A,B,A,"Data scientist, software engineer etc ",Artificial intelligence and Data Science ,,,,,"Choose wisely according to your career path, the most valuable and has big range of jobs"
6/3/2025 10:10,Physical Science,"Mostly, but I faced some challenges",ICT,A,A,A,B,A,A,A,B,B,"Photographer,graphic designer",Diploma in Multimedia,I'm currently employed,Private Sector,4,,
6/3/2025 10:15,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,B,A,B,Software engineer,Computer science ,I'm currently employed,IT / Software Development,4,No,Choose a stream based on ur interests and strengths considering future career goals and required subjects. Research university courses and job prospects while assessing the workload of each stream. Have a backup plan in case of changes and seek advice from teachers and seniors for better clarity.
6/3/2025 10:16,Physical Science,"Mostly, but I faced some challenges",Combined maths,A,B,A,C,A,A,A,A,A,Engineering,Electronics and Telecommunication Engineering ,,Private Sector,,No,I think Physical Science is the best option for students. It's improve our thinking style and have so many options.
6/3/2025 10:41,Physical Science,"Mostly, but I faced some challenges",combined mathematics  ,A,B,A,C,A,B,A,B,B,IT Industry ,Sofware Engineering  ,,IT / Software Development,4,no,
6/3/2025 10:45,Bio Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,B,A,Doctor,Medicine,,,,,
6/3/2025 10:48,Commerce,"Mostly, but I faced some challenges","Accounting, Maths",A,C,A,A,B,B,A,A,A,Accountancy side,CIMA ongoing,,,,,Student should know what they are good at when selecting a stream and work hard on it. The project sounds good
6/3/2025 10:50,Physical Science,"No, I had difficulties",Combined maths,A,A,A,B,B,A,A,A,C,Video editor,Creative Multimedia,I'm currently employed,IT / Software Development,5,Web developer,
6/3/2025 10:50,Commerce,"Yes, everything went well",Econ,A,C,A,A,A,A,A,A,A,Business ,Marketing Management ,,Teaching / Education,3,,Work hard
6/3/2025 10:56,Physical Science,"Mostly, but I faced some challenges",Combined maths,A,A,A,A,A,A,A,A,A,Town planner or IT related field,Town and country planning,,,,,
6/3/2025 11:00,Technology,"Yes, everything went well",Science for Technology,A,B,A,B,C,B,B,B,A,BA,Business Management ,I'm currently employed,Private Sector,4,Yes,Identify Your Interests & Strengths
6/3/2025 11:11,Commerce,"Mostly, but I faced some challenges",Business studies,B,C,A,C,A,C,B,B,C,Management side,Project management ,,Private Sector,1,Teacher ,No
6/3/2025 11:16,Physical Science,"Yes, everything went well",Combined Maths,A,B,A,A,A,A,A,A,C,Entrepreneurship ,Bachelor in Civil Engineering ,I'm currently employed,Government Sector,5,No,"Choose an A/L stream based on your interests, strengths, and career goals rather than external pressure, ensuring it aligns with future opportunities."
6/3/2025 11:17,Physical Science,"Mostly, but I faced some challenges",Ict,A,C,A,A,A,A,A,C,B,It careers,Cs &se,I'm currently employed,IT / Software Development,4,Airhosting,
6/3/2025 11:24,Commerce,"Mostly, but I faced some challenges",Accounting ,B,C,A,C,A,A,A,B,A,Business Management ,Bussiness Management ,,,,,
6/3/2025 11:29,Commerce,"Yes, everything went well",History,A,A,B,B,B,B,A,C,B,English,Civil engineering,I'm currently employed,Government Sector,3,,
6/3/2025 11:37,Commerce,"Mostly, but I faced some challenges",Accounts,A,B,B,A,C,C,B,A,A,Music Industry ,Software Engineering ,I'm currently employed,IT / Software Development,4,,
6/3/2025 11:49,Arts,"Mostly, but I faced some challenges",Dancing,C,S,B,S,B,S,B,B,B,It,no,,Government Sector,3,Civil,Study well according to the knowledge you can and go to the highest place.
6/3/2025 11:51,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Engineering (Civil),Civil Engineering ,,,,,Select a stream with your passion and give your best towards that
6/3/2025 12:02,Commerce,"Yes, everything went well",Economics,B,B,A,A,B,B,B,S,A,Banking,Advance diploma in Secretary in Management. ,I'm currently employed,Private Sector,5,No,Select what you can do with pleasure 
6/3/2025 12:06,Physical Science,"Mostly, but I faced some challenges",science ,A,B,A,C,B,A,A,C,B,Engineering  field related with power generation,HNDE Electrical power filed ,I'm currently employed,Government Sector,5,NO,Identify your abilities and talents and choose subjects.A good topic for a research project
6/3/2025 12:13,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,C,A,Business analyst,,,,,,
6/3/2025 12:33,Physical Science,"Mostly, but I faced some challenges",maths,A,C,A,B,B,A,A,A,B,Software engineering,Software Engineering,I'm currently employed,IT / Software Development,3,,
6/3/2025 12:51,Physical Science,"Mostly, but I faced some challenges",maths,B,B,A,C,C,B,C,C,C,Engineering,HNDE - Electrical & Telecommunications,I'm currently employed,Private Sector,3,Software development ,"Select the stream what you like. No matter what is your stream, carefully decide after path one you finished A/L.
"
6/3/2025 12:52,Commerce,"Mostly, but I faced some challenges",Business Studies ,B,C,C,B,B,B,B,B,B,Accounting ,Bcom,,,,,
6/3/2025 12:58,Bio Science,"Mostly, but I faced some challenges",Biology ,B,A,A,B,A,A,A,A,A,Medical  field ,Radiography  ,,Private Sector,,"Yes, I would like to do a teacher ",Don't be strees  and do works with balanced mind.
6/3/2025 13:00,Bio Science,"Mostly, but I faced some challenges",Science ,A,B,A,C,A,A,A,B,A,Medical field,Biomedical science ,,Private Sector,,Management ,
6/3/2025 13:00,Commerce,"Yes, everything went well",accounting,B,B,C,A,A,B,A,A,S,finance ,accounting and finance ,,,,,
6/3/2025 13:17,Physical Science,"Mostly, but I faced some challenges",Combined maths ,A,C,A,C,C,C,A,A,A,S.E.,Computer science ,,Self-Employed,4,,Work hard
6/3/2025 13:27,Physical Science,"Yes, everything went well",Mathematics ,A,A,A,A,A,A,A,A,A,Software Engineer ,Information Technology and Management ,,IT / Software Development,,Project Manager ,Choose what you like.
6/3/2025 13:29,Arts,"Yes, everything went well",art,A,A,A,C,A,A,B,A,A,Banking ,BA Hons (Economics),,,,,
6/3/2025 13:36,Physical Science,"No, I had difficulties",maths ,A,A,A,A,A,A,A,A,A,Engineering ,Civil Engineering ,,,,,You can not stop learning anywhere. Select your fav parth and work hard.
6/3/2025 13:38,Commerce,"Yes, everything went well",Economics ,A,A,A,A,A,A,A,B,B,Finance ,Masters of business administration ,I'm currently employed,Private Sector,5,NO,Select what you love the most 
6/3/2025 13:47,Physical Science,"No, I had difficulties",Maths,A,A,A,A,A,A,A,B,A,IT,Computer science,I'm currently employed,IT / Software Development,4,No,…
6/3/2025 13:50,Physical Science,"No, I had difficulties",Maths,A,A,A,A,A,A,A,A,S,Engineer,,,,,,
6/3/2025 13:53,Technology,"Mostly, but I faced some challenges",IT,C,S,S,C,C,S,C,C,C,Cyber security engineer,Foundation of information technology,,IT / Software Development,,,
6/3/2025 14:17,Commerce,"Yes, everything went well",Accounting,A,S,B,B,B,B,S,C,C,Having my own business ,Business Analytics ,,Private Sector,,,Make a good choice with your future expectations 
6/3/2025 14:24,Arts,"Mostly, but I faced some challenges",Political Science ,S,C,C,C,C,A,B,B,C,Hotel industry ,International cookery NVQ level 4,,Chef,1,Digital marketing & social media Manager ,Don't choose a stream you don't like.Then you'll have problems with yourself.So focus on what you are best at.Then you'll be able to succeed.
6/3/2025 15:16,Arts,"Mostly, but I faced some challenges",French,C,C,A,A,C,C,B,C,A,Language specialist,"Fashion designing,air condition installation and repairs NVQ lvl 4,french language(still learning )",I'm currently employed,Private Sector,5,French teaching,"Do whatever you prefer most,not only A/l's but also there are so many  ways to uplift your own skills"
6/3/2025 15:23,Physical Science,"Mostly, but I faced some challenges",science ,A,B,B,C,B,B,A,C,C,Engineer,Electrical Engineering ,,Government Sector,,"Yes, Artist ","Don't believe in luck, believe in hard work"
6/3/2025 15:29,Physical Science,"Yes, everything went well",Mathematics,A,A,A,A,A,A,A,B,A,Engineering,Manufacturing engineering,,,,,
6/3/2025 15:48,Physical Science,"Yes, everything went well",maths,A,B,A,A,A,B,A,C,A,Data engineer ,IT,,,,,
6/3/2025 15:59,Bio Science,"No, I had difficulties",Science,A,A,A,A,A,A,A,B,A,Software Engineering ,Software Engineering,I'm currently employed,Self-Employed,3,,Trust your gut and trust your skills 
6/3/2025 16:21,Bio Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,A,"Health care, Research ",Bsc Radiotherapy undergraduate ,,,,,"Focus more on the paths you are eligible to select by choosing the relevant stream. Focus specially on job market other than just following the dreams, combine both, not only one thing. For example maths streams have more higher education opportunities in private sector than bio stream.
 Rememer that not all the 9 As students for ol should do their als in science stream. "
6/3/2025 16:32,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,A,A,A,A,A,A,A,A,Engineering,Civil Engineering,,,,,Choose what you are interested in studying.
6/3/2025 16:47,Physical Science,"Yes, everything went well",science,A,A,A,A,B,A,W,A,A,Engineering,Textile Engineering,I'm currently employed,Private Sector,4,Maybe a job in Falt Knitting,"I personally think that you need to go with something that you love doing instead of focusing what pays the most as in the long run you may feel like you are suffocating by doing some you hate despite the larger pay
"
6/3/2025 16:56,Commerce,"Yes, everything went well",Economics,A,C,A,C,A,B,C,B,C,Marketing ,Marketing ,,,,,Understand what your prefer and ability and select stream
6/3/2025 17:08,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,B,A,B,A,A,B,A,A,software engineering,Completed,I'm currently employed,IT / Software Development,4,No,"Choose wisely what you actually love to study and choose that. 

Additionally, the training data might better to proceed with the grade 6 to 11  exams results gathered from schools for each subject.  "
6/3/2025 17:23,Technology,"Yes, everything went well",technology,A,A,A,A,A,A,A,B,A,Developer,Software Engineering,,,,Barista ,
6/3/2025 17:25,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Developer,Software Engineering ,,,,Barista,Choose your A/L stream based on what genuinely interests you 
6/3/2025 17:46,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Doctor ,Medicine ,,,,,
6/3/2025 17:48,Commerce,"Yes, everything went well",Economics ,A,A,A,A,A,A,A,A,A,Business Mangement,Business Mangement ,I'm currently employed,Private Sector,3,yes,
6/3/2025 17:49,Physical Science,"Mostly, but I faced some challenges",Combined mathematics,A,A,A,B,A,A,B,B,A,IT side,Software engineering ,,,,,This project is very good for understanding our job current situation and career path..conclusionally very good..
6/3/2025 17:55,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,A,A,A,A,A,A,A,A,AI/ML Engineer,Software Engineering,,,,,Do whatever you feel like you will excel at 
6/3/2025 17:59,Physical Science,"No, I had difficulties",maths ,A,A,A,A,A,A,A,A,A,Computing/maths/Electronics ,Physical Science ,,,,,
6/3/2025 18:00,Physical Science,"Mostly, but I faced some challenges",Ict,A,A,A,A,B,A,A,A,A,Software engineer ,Software engineering ,,,,,"If you like to do IT related job then you should go with the ICT stream. If I did it, i would be able to get better marks for the AL. Which means to apply for a better degree program. "
6/3/2025 18:04,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,A,Software engineer ,Software engineering ,,,,,
6/3/2025 18:09,Physical Science,"Mostly, but I faced some challenges",math,A,A,A,A,A,A,A,A,A,software engineering,software engineering,,,,,
6/3/2025 18:22,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Software development ,Software engineering ,,IT / Software Development,,,
6/3/2025 18:26,Physical Science,"Yes, everything went well",Maths ,A,A,A,A,A,A,A,A,A,Non,Electrical and electronic engineering ,,,,,Just do what you want to do.. not to others
6/3/2025 18:30,Physical Science,"Yes, everything went well",maths ,A,A,A,B,A,A,A,A,A,Software Engineer ,Software Engineering ,,IT / Software Development,,No,Great project 
6/3/2025 18:37,Physical Science,"Mostly, but I faced some challenges",Combined maths ,A,A,A,B,A,B,A,B,A,Software Engineering ,Software Engineering ,,,,,
6/3/2025 18:50,Physical Science,"Mostly, but I faced some challenges",Combined mathematics,A,A,A,A,A,A,A,A,B,Enterpreneur,fashion designing,,,,lawyer,"Choose a subject that you like, one that is directly related to your future aspirations, or one that is easy for your reasoning skills or the environment around that subject."
6/3/2025 19:04,Physical Science,"Mostly, but I faced some challenges",Mathematics,A,A,A,A,A,A,A,B,A,Software Developer,Computer Science,,,,,
6/3/2025 19:05,Commerce,"Mostly, but I faced some challenges",Economics,C,S,A,A,C,B,C,C,B,Management,A/L,I'm currently employed,Private Sector,4,,Just choose what you'r good at .
6/3/2025 19:16,Physical Science,"Mostly, but I faced some challenges",Combined mathematics ,A,B,A,C,A,B,A,B,C,Software engineering ,Electrical and electronic engineering ,I'm currently employed,Government Sector,2,Electrical design engineering ,You must do which you mostly have interested field 
6/3/2025 19:17,Commerce,"Yes, everything went well",Econ,B,C,A,C,A,C,A,B,C,Financial ,,,,,,
6/3/2025 19:18,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Software Engineer ,Software Engineering ,,,,"Yes , Data Scientist",Do the Subjects you like
6/3/2025 19:24,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,A,Engineering,Civil engineering,,,,,
6/3/2025 19:26,Commerce,"Yes, everything went well",IT,A,B,A,A,A,B,A,A,A,Business Analyst ,Business management,I'm currently employed,Technical Support,4,Business Analyst ,To select the subjects you are most comfortable with 
6/3/2025 19:26,Physical Science,"Mostly, but I faced some challenges",science,A,A,A,B,A,A,A,B,A,Network engineerig,Electronic and telecomiunication,,,,,
6/3/2025 19:32,Bio Science,"Yes, everything went well",maths,A,A,A,A,B,A,A,A,A,medical Doctor,it ,I'm currently employed,IT / Software Development,4,No,
6/3/2025 19:36,Physical Science,"No, I had difficulties",Combined maths,A,C,A,A,C,C,A,S,A,Business ,Mechanical engineering ,,Private Sector,,,Do what ever without focusing the outcome
6/3/2025 19:40,Physical Science,"No, I had difficulties",maths ,A,A,A,B,A,A,A,A,A,Software Engineer,Software Engineering ,,,,,The best stream to qualify for IT related degree in the university is A/L physical science stream
6/3/2025 19:41,Physical Science,"Mostly, but I faced some challenges",Combined Maths,A,A,A,A,A,A,A,A,A,Electronic engineering ,Electronic and Computer Science Degree,,,,,
6/3/2025 19:45,Physical Science,"No, I had difficulties",Maths,B,A,B,S,B,B,A,C,A,engineering,None,I'm currently employed,Trading ,5,"Yes, Coffe Barista","Selecting the right A/L stream is a crucial decision that can shape a student’s future career and academic path. Here are some key points to consider:  

1. **Identify Interests and Strengths** – Choose subjects that align with your passions and skills. Enjoying what you study makes learning easier and more rewarding.  
2. **Career Aspirations** – Think about potential careers and higher education opportunities. Research university entry requirements and job prospects for different streams.  
3. **Subject Difficulty and Workload** – Some subjects require strong analytical skills, while others emphasize memorization or creativity. Be realistic about your capabilities and willingness to commit.  
4. **Seek Guidance** – Talk to teachers, career counselors, and professionals in fields of interest. Their insights can help clarify doubts and provide direction.  
5. **Keep Future Options Open** – If unsure about a career path, consider a combination of subjects that allow flexibility in university choices.  

Feedback on the Project:  
- It would be helpful to include **real-life case studies** of students who chose different A/L streams and their career paths.  
- A **career guidance quiz** could help students assess their strengths and interests.  
- Providing **detailed university entry requirements** for different streams could make decision-making easier.  
- **Webinars or Q&A sessions** with professionals in various fields could offer valuable insights.  "
6/3/2025 19:53,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics  ,A,A,A,B,B,B,A,A,C,Software Development,B.Sc. in Information Technology,I'm currently employed,IT / Software Development,3,"Yes, UI/UX design",Do what you like the most but study hard and OLs does not matter when you selecting your AL stream.
6/3/2025 20:00,Bio Science,"Mostly, but I faced some challenges",Biology ,A,A,A,C,B,A,A,A,C,Business ,Diploma in Counseling Psychology,I'm currently employed,Self-Employed,4,Teaching ,It is important to manage time well and maintain the necessary attention for the subjects.
6/3/2025 20:12,Physical Science,"Mostly, but I faced some challenges",Mathematics,A,A,A,A,A,A,A,A,A,Engineer,Computer Engineering,,,,,Choose A/L stream according to the future goal. 
6/3/2025 20:39,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,A,A,Mechanical Engineer,Mechanical Engineer,,,,,Choose path what you like
6/3/2025 20:43,Physical Science,"Mostly, but I faced some challenges",Combined maths,A,A,A,C,A,A,A,A,C,Searching something new,Software engineering,,,,,
6/3/2025 20:52,Arts,"Mostly, but I faced some challenges",Political / Economics,B,B,A,A,A,A,A,A,B,Fashion Design,fashion designing,,,,,When selecting subject need to think about own prefrences as well as the what subject are the best for future 
6/3/2025 21:27,Physical Science,"Yes, everything went well",maths,A,C,A,B,A,A,A,A,A,software engineering,,I'm currently employed,Private Sector,5,No,"Get it done in first attempt.. moreover, choose the stream u preferred.. "
6/3/2025 21:38,Technology,"Mostly, but I faced some challenges",ICT,A,C,A,B,A,A,A,A,B,Web developer,Information & Communication Technology ,,,,,
6/3/2025 21:44,Arts,"Yes, everything went well",Science,A,A,A,A,A,A,A,B,A,Business Analyst,Computing,I'm currently employed,IT / Software Development,4,A job without devices ,Get advice (Something like consultation) on selecting subjects or streams for ALs. To get the idea of z score and the degree programs at universities (Like what university offer those degree programs currently)
6/3/2025 21:54,Physical Science,"Yes, everything went well",Combined maths ,A,A,A,A,A,A,A,A,A,Engineering ,Software engineering ,,,,,"Do only what you want, don't do what others say you don't want to do. Let yourself be heard and work."
6/3/2025 22:05,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,B,B,A,A,A,A,A,B,C,Electrical Engineer,HND in Electrical Engineering ,,,,,Follow your dream not others
6/3/2025 22:47,Physical Science,"Mostly, but I faced some challenges",maths ,A,B,A,A,A,A,A,A,A,Travel Guide,Travel and Tourism Management ,I'm currently employed,Private Sector,5,No,You have to select the stream that you more interested and hard work on it
6/3/2025 23:46,Physical Science,"Yes, everything went well",science ,A,A,A,A,A,A,A,A,A,Engineering,Civil Engineering,,Private Sector,4,Yes. Music or sports,Browse the future jobs and decide your path before choosing the stream. Not doing that was a huge mistake i have ever done. 
7/3/2025 0:41,Commerce,"Yes, everything went well",Econ,A,A,A,A,A,A,A,B,A,IT,IT  business analyst ,,IT / Software Development,3,,
7/3/2025 1:43,Bio Science,"No, I had difficulties",maths,A,A,A,A,A,A,A,B,A,Computer Science,Computer Science,,,,,Dont trust your tution teachers. Just self study everything through Youtube etc. Focus on only past exam papers. Sleep well
7/3/2025 5:03,Arts,"Yes, everything went well",Economics,A,A,A,B,A,B,A,B,A,Banker,BA Hons in Economics ,,,,Yes. Company lawyer ,Choose the stream that best suits your future aspirations. 
7/3/2025 6:43,Commerce,"Mostly, but I faced some challenges",Econ,A,C,C,C,C,C,C,B,A,Banking ,NA,I'm currently employed,Private Sector,5,NA,"After the A/L do not waiting campus dream.
Hurry to grow your certificates causes"
7/3/2025 6:58,Bio Science,"Mostly, but I faced some challenges",science ,B,C,A,B,B,B,B,C,B,Owner of a business ,Natural Science,I'm currently employed,Administration- church,4,Self employed ,Revise everything you learn everyday. Do past papers. Don't try to write answers from your memory when answer the past parrs at home.Read the question well and read the lesson related to the question and build up a proper answer using the format of introduction  body and conclusion. Don't waste your time making short notes. But keep doing questions. And do a paper at least 3 times in different time paces. This will help you to improve your skill of writing a proper answer to a question. 
7/3/2025 7:14,Physical Science,"Mostly, but I faced some challenges",Mathematics,A,B,A,A,B,A,A,A,C,Any career in the field of Information Technology.,Cyber Security ,,,,,Select a subject that you are passionate about.
7/3/2025 9:01,Physical Science,"Mostly, but I faced some challenges",Combined Maths,A,A,A,B,A,A,A,A,A,Cyber Security ,Software Engineering,,,,,
7/3/2025 9:46,Commerce,"Yes, everything went well",Business Studies,A,B,C,A,B,A,A,B,A,Hotelier,Hotel Management and Tourism ,I'm currently employed,Private Sector,4,No,
7/3/2025 10:45,Commerce,"Mostly, but I faced some challenges",Account ,B,B,A,C,B,B,B,B,A,Accountant ,Entrepreneurship and management ,I'm currently employed,Private Sector,3,"In cafe, Barista ",
7/3/2025 11:47,Bio Science,"Yes, everything went well",History,A,B,A,C,A,A,A,A,A,software development,Software Engineering,I'm currently employed,Private Sector,5,NO,User-Friendly Interface – Ensure the recommendation system has a simple and engaging UI for students.
7/3/2025 16:47,Commerce,"Mostly, but I faced some challenges",Accounting ,A,B,A,C,A,A,A,A,A,Accountant,Management in university of sri jayawardhanepura,,Private Sector,,,
7/3/2025 18:32,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,A,Software Engineer,computer science,,,,,
7/3/2025 19:34,Bio Science,"No, I had difficulties",maths,A,A,A,A,A,A,A,B,A,Software developer,Software Engineering,,,,,Before selecting the subjects find about career paths and select subjects according to your potential and interests.
7/3/2025 19:47,Arts,"Mostly, but I faced some challenges",art,B,B,A,A,A,A,B,C,A,Lecturer,BA hons in arts ,,Government Sector,,Social works ,Choose the right stream and study well.
7/3/2025 19:48,Bio Science,"Mostly, but I faced some challenges",History ,A,A,A,A,A,A,A,A,A,Writer ,Science (Bsc) degree ,,Part time job,3,Journalist ,Select what you like most..follow your favorite subject .just do whatever you love
